year,team_code,team_name,shirt_no,pos,player_key,player_display,dob,caps,club,club_nat,captain
2006,CRC,Costa Rica,12,DF,Leonardo González (Costa Rican footballer),Leonardo González,1980-11-21,36,Herediano,CRC,0
2006,CRC,Costa Rica,13,FW,Kurt Bernard,Kurt Bernard,1977-08-08,3,Puntarenas,CRC,0
2006,CRC,Costa Rica,14,MF,Randall Azofeifa,Randall Azofeifa,1984-12-30,5,Saprissa,CRC,0
2006,CRC,Costa Rica,15,DF,Harold Wallace,Harold Wallace,1975-09-07,78,Alajuelense,CRC,0
2006,CRC,Costa Rica,16,MF,"Carlos Hernández (footballer, born 1982)",Carlos Hernández,1982-04-09,17,Alajuelense,CRC,0
2006,CRC,Costa Rica,17,DF,Gabriel Badilla,Gabriel Badilla,1984-06-30,7,Saprissa,CRC,0
2006,CRC,Costa Rica,18,GK,José Porras,José Francisco Porras,1970-11-08,16,Saprissa,CRC,0
2006,CRC,Costa Rica,19,FW,Álvaro Saborío,Álvaro Saborío,1982-03-25,23,Saprissa,CRC,0
2006,CRC,Costa Rica,20,MF,Douglas Sequeira,Douglas Sequeira,1977-08-23,29,Real Salt Lake,USA,0
2006,CRC,Costa Rica,21,FW,Víctor Núñez,Víctor Núñez,1980-04-15,3,Cartaginés,CRC,0
2006,CRC,Costa Rica,22,DF,Michael Rodríguez (footballer),Michael Rodríguez,1981-12-30,3,Alajuelense,CRC,0
2006,CRC,Costa Rica,23,GK,Wardy Alfaro,Wardy Alfaro,1977-12-31,2,Alajuelense,CRC,0
2006,CRO,Croatia,1,GK,Stipe Pletikosa,Stipe Pletikosa,1979-01-08,50,Shakhtar Donetsk,UKR,0
2006,CRO,Croatia,2,MF,Darijo Srna,Darijo Srna,1982-05-01,36,Shakhtar Donetsk,UKR,0
2006,CRO,Croatia,3,DF,Josip Šimunić,Josip Šimunić,1978-02-18,42,Hertha BSC,GER,0
2006,CRO,Croatia,4,DF,Robert Kovač,Robert Kovač,1974-04-06,56,Juventus,ITA,0
2006,CRO,Croatia,5,DF,Igor Tudor,Igor Tudor,1978-04-16,52,Juventus,ITA,0
2006,CRO,Croatia,6,MF,Jurica Vranješ,Jurica Vranješ,1980-01-31,24,Werder Bremen,GER,0
2006,CRO,Croatia,7,DF,Dario Šimić,Dario Šimić,1975-11-12,80,AC Milan,ITA,0
2006,CRO,Croatia,8,DF,Marko Babić (footballer),Marko Babić,1981-01-28,33,Bayer Leverkusen,GER,0
2006,CRO,Croatia,9,FW,Dado Pršo,Dado Pršo,1974-11-05,29,Rangers,SCO,0
2006,CRO,Croatia,10,MF,Niko Kovač,Niko Kovač,1971-10-15,58,Hertha BSC,GER,1
2006,CRO,Croatia,11,DF,Mario Tokić,Mario Tokić,1975-06-23,28,Austria Wien,AUT,0
2006,CRO,Croatia,12,GK,Joey Didulica,Joey Didulica,1977-10-14,4,Austria Wien,AUT,0
2006,CRO,Croatia,13,DF,Stjepan Tomas,Stjepan Tomas,1976-03-06,48,Galatasaray,TUR,0
2006,CRO,Croatia,14,MF,Luka Modrić,Luka Modrić,1985-09-09,5,Dinamo Zagreb,CRO,0
2006,CRO,Croatia,15,MF,Ivan Leko,Ivan Leko,1978-02-07,13,Club Brugge,BEL,0
2006,CRO,Croatia,16,MF,Jerko Leko,Jerko Leko,1980-04-09,36,Dynamo Kyiv,UKR,0
2006,CRO,Croatia,17,FW,Ivan Klasnić,Ivan Klasnić,1980-01-29,20,Werder Bremen,GER,0
2006,CRO,Croatia,18,FW,Ivica Olić,Ivica Olić,1979-09-14,36,CSKA Moscow,RUS,0
2006,CRO,Croatia,19,MF,Niko Kranjčar,Niko Kranjčar,1984-08-13,21,Hajduk Split,CRO,0
2006,CRO,Croatia,20,DF,Anthony Šerić,Anthony Šerić,1979-01-15,14,Panathinaikos,GRE,0
2006,CRO,Croatia,21,FW,Boško Balaban,Boško Balaban,1978-10-15,27,Club Brugge,BEL,0
2006,CRO,Croatia,22,FW,Ivan Bošnjak (footballer),Ivan Bošnjak,1979-02-06,13,Dinamo Zagreb,CRO,0
2006,CRO,Croatia,23,GK,Tomislav Butina,Tomislav Butina,1974-03-30,28,Club Brugge,BEL,0
2006,CZE,Czech Republic,1,GK,Petr Čech,Petr Čech,1982-05-20,41,Chelsea,ENG,0
2006,CZE,Czech Republic,2,DF,Zdeněk Grygera,Zdeněk Grygera,1980-05-14,41,Ajax,NED,0
2006,CZE,Czech Republic,3,DF,Pavel Mareš,Pavel Mareš,1976-01-18,10,Zenit Saint Petersburg,RUS,0
2006,CZE,Czech Republic,4,MF,Tomáš Galásek,Tomáš Galásek,1973-01-15,49,Ajax,NED,1
2006,CZE,Czech Republic,5,DF,Radoslav Kováč,Radoslav Kováč,1979-11-11,6,Spartak Moscow,RUS,0
2006,CZE,Czech Republic,6,DF,Marek Jankulovski,Marek Jankulovski,1977-05-09,48,AC Milan,ITA,0
2006,CZE,Czech Republic,7,MF,Libor Sionko,Libor Sionko,1977-02-01,17,Austria Wien,AUT,0
2006,CZE,Czech Republic,8,MF,Karel Poborský,Karel Poborský,1972-03-30,115,Dynamo České Budějovice,CZE,0
2006,CZE,Czech Republic,9,FW,Jan Koller,Jan Koller,1973-03-30,68,Borussia Dortmund,GER,0
2006,CZE,Czech Republic,10,MF,Tomáš Rosický,Tomáš Rosický,1980-10-04,54,Borussia Dortmund,GER,0
2006,CZE,Czech Republic,11,MF,Pavel Nedvěd,Pavel Nedvěd,1972-08-30,87,Juventus,ITA,0
2006,CZE,Czech Republic,12,FW,Vratislav Lokvenc,Vratislav Lokvenc,1973-09-27,72,Red Bull Salzburg,AUT,0
2006,CZE,Czech Republic,13,DF,Martin Jiránek,Martin Jiránek,1979-05-25,24,Spartak Moscow,RUS,0
2006,CZE,Czech Republic,14,MF,David Jarolím,David Jarolím,1979-05-17,3,Hamburger SV,GER,0
2006,CZE,Czech Republic,15,FW,Milan Baroš,Milan Baroš,1981-10-28,49,Aston Villa,ENG,0
2006,CZE,Czech Republic,16,GK,Jaromír Blažek,Jaromír Blažek,1972-12-29,11,Sparta Prague,CZE,0
2006,CZE,Czech Republic,17,FW,Jiří Štajner,Jiří Štajner,1976-05-27,21,Hannover 96,GER,0
2006,CZE,Czech Republic,18,FW,Marek Heinz,Marek Heinz,1977-08-04,28,Galatasaray,TUR,0
2006,CZE,Czech Republic,19,MF,Jan Polák,Jan Polák,1981-03-14,18,1. FC Nürnberg,GER,0
2006,CZE,Czech Republic,20,MF,Jaroslav Plašil,Jaroslav Plašil,1982-01-05,14,Monaco,FRA,0
2006,CZE,Czech Republic,21,DF,Tomáš Ujfaluši,Tomáš Ujfaluši,1978-03-24,48,Fiorentina,ITA,0
2006,CZE,Czech Republic,22,DF,David Rozehnal,David Rozehnal,1980-07-05,22,Paris Saint-Germain,FRA,0
2006,CZE,Czech Republic,23,GK,"Antonín Kinský (footballer, born 1975)",Antonín Kinský,1975-05-31,5,Saturn Ramenskoye,RUS,0
2006,ECU,Ecuador,1,GK,Edwin Villafuerte,Edwin Villafuerte,1979-03-12,15,Deportivo Quito,ECU,0
2006,ECU,Ecuador,2,DF,Jorge Guagua,Jorge Guagua,1981-09-28,18,El Nacional,ECU,0
2006,ECU,Ecuador,3,DF,Iván Hurtado,Iván Hurtado,1974-08-16,130,Al-Arabi,QAT,1
2006,ECU,Ecuador,4,DF,Ulises de la Cruz,Ulises de la Cruz,1974-02-08,84,Aston Villa,ENG,0
2006,ECU,Ecuador,5,DF,José Luis Perlaza,José Luis Perlaza,1981-10-06,3,Olmedo,ECU,0
2006,ECU,Ecuador,6,MF,Patricio Urrutia,Patricio Urrutia,1978-10-15,6,LDU Quito,ECU,0
2006,ECU,Ecuador,7,MF,Christian Lara (footballer),Christian Lara,1980-04-27,19,El Nacional,ECU,0
2006,ECU,Ecuador,8,FW,Edison Méndez,Edison Méndez,1979-03-16,64,LDU Quito,ECU,0
2006,ECU,Ecuador,9,FW,Félix Borja,Félix Borja,1983-04-02,6,El Nacional,ECU,0
2006,ECU,Ecuador,10,FW,Iván Kaviedes,Iván Kaviedes,1977-10-24,44,Argentinos Juniors,ARG,0
2006,ECU,Ecuador,11,FW,Agustín Delgado,Agustín Delgado,1974-12-23,68,LDU Quito,ECU,0
2006,ECU,Ecuador,12,GK,Cristian Mora,Cristian Mora,1979-08-26,8,LDU Quito,ECU,0
2006,ECU,Ecuador,13,DF,Paúl Ambrosi,Paúl Ambrosi,1980-10-14,24,LDU Quito,ECU,0
2006,ECU,Ecuador,14,MF,"Segundo Castillo (footballer, born 1982)",Segundo Castillo,1982-05-15,11,El Nacional,ECU,0
2006,ECU,Ecuador,15,MF,Marlon Ayoví,Marlon Ayoví,1971-09-27,74,Deportivo Quito,ECU,0
2006,ECU,Ecuador,16,MF,Antonio Valencia,Antonio Valencia,1985-08-04,17,Recreativo,ESP,0
2006,ECU,Ecuador,17,DF,Giovanny Espinoza,Giovanny Espinoza,1977-04-12,56,LDU Quito,ECU,0
2006,ECU,Ecuador,18,DF,Néicer Reasco,Néicer Reasco,1977-07-23,31,LDU Quito,ECU,0
2006,ECU,Ecuador,19,MF,Luis Saritama,Luis Saritama,1983-10-20,15,Deportivo Quito,ECU,0
2006,ECU,Ecuador,20,MF,Edwin Tenorio,Edwin Tenorio,1976-06-16,68,Barcelona SC,ECU,0
2006,ECU,Ecuador,21,FW,Carlos Tenorio,Carlos Tenorio,1979-05-14,29,Al Sadd,QAT,0
2006,ECU,Ecuador,22,GK,Damián Lanza,Damián Lanza,1982-04-10,5,Aucas,ECU,0
2006,ECU,Ecuador,23,FW,Christian Benítez,Christian Benítez,1986-05-01,5,El Nacional,ECU,0
2006,ENG,England,1,GK,"Paul Robinson (footballer, born 1979)",Paul Robinson,1979-10-15,21,Tottenham Hotspur,ENG,0
2006,ENG,England,2,DF,Gary Neville,Gary Neville,1975-02-18,79,Manchester United,ENG,0
2006,ENG,England,3,DF,Ashley Cole,Ashley Cole,1980-12-20,46,Arsenal,ENG,0
2006,ENG,England,4,MF,Steven Gerrard,Steven Gerrard,1980-05-30,42,Liverpool,ENG,0
2006,ENG,England,5,DF,Rio Ferdinand,Rio Ferdinand,1978-11-07,47,Manchester United,ENG,0
2006,ENG,England,6,DF,John Terry,John Terry,1980-12-07,24,Chelsea,ENG,0
2006,ENG,England,7,MF,David Beckham,David Beckham,1975-05-02,89,Real Madrid,ESP,1
2006,ENG,England,8,MF,Frank Lampard,Frank Lampard,1978-06-20,40,Chelsea,ENG,0
2006,ENG,England,9,FW,Wayne Rooney,Wayne Rooney,1985-10-24,29,Manchester United,ENG,0
2006,ENG,England,10,FW,Michael Owen,Michael Owen,1979-12-14,77,Newcastle United,ENG,0
2006,ENG,England,11,MF,Joe Cole,Joe Cole,1981-11-08,32,Chelsea,ENG,0
2006,ENG,England,12,DF,Sol Campbell,Sol Campbell,1974-09-18,68,Arsenal,ENG,0
2006,ENG,England,13,GK,"David James (footballer, born 1970)",David James,1970-08-01,34,Manchester City,ENG,0
2006,ENG,England,14,DF,Wayne Bridge,Wayne Bridge,1980-08-05,23,Chelsea,ENG,0
2006,ENG,England,15,DF,Jamie Carragher,Jamie Carragher,1978-01-28,25,Liverpool,ENG,0
2006,ENG,England,16,MF,Owen Hargreaves,Owen Hargreaves,1981-01-20,30,Bayern Munich,GER,0
2006,ENG,England,17,MF,Jermaine Jenas,Jermaine Jenas,1983-02-18,15,Tottenham Hotspur,ENG,0
2006,ENG,England,18,MF,Michael Carrick,Michael Carrick,1981-07-28,6,Tottenham Hotspur,ENG,0
2006,ENG,England,19,MF,Aaron Lennon,Aaron Lennon,1987-04-16,1,Tottenham Hotspur,ENG,0
2006,ENG,England,20,MF,Stewart Downing,Stewart Downing,1984-07-22,2,Middlesbrough,ENG,0
2006,ENG,England,21,FW,Peter Crouch,Peter Crouch,1981-01-30,7,Liverpool,ENG,0
2006,ENG,England,22,GK,Scott Carson,Scott Carson,1985-09-03,0,Liverpool,ENG,0
2006,ENG,England,23,FW,Theo Walcott,Theo Walcott,1989-03-16,1,Arsenal,ENG,0
2006,FRA,France,1,GK,Mickaël Landreau,Mickaël Landreau,1979-05-14,3,Nantes,FRA,0
2006,FRA,France,2,DF,Jean-Alain Boumsong,Jean-Alain Boumsong,1979-12-14,19,Newcastle United,ENG,0
2006,FRA,France,3,DF,Eric Abidal,Eric Abidal,1979-09-11,8,Lyon,FRA,0
2006,FRA,France,4,MF,Patrick Vieira,Patrick Vieira,1976-06-23,87,Juventus,ITA,0
2006,FRA,France,5,DF,William Gallas,William Gallas,1977-08-17,40,Chelsea,ENG,0
2006,FRA,France,6,MF,Claude Makélélé,Claude Makélélé,1973-02-18,43,Chelsea,ENG,0
2006,FRA,France,7,MF,Florent Malouda,Florent Malouda,1980-06-13,13,Lyon,FRA,0
2006,FRA,France,8,MF,Vikash Dhorasoo,Vikash Dhorasoo,1973-10-10,16,Paris Saint-Germain,FRA,0
2006,FRA,France,9,FW,Sidney Govou,Sidney Govou,1979-07-27,19,Lyon,FRA,0
2006,FRA,France,10,MF,Zinedine Zidane,Zinedine Zidane,1972-06-23,102,Real Madrid,ESP,1
2006,FRA,France,11,FW,Sylvain Wiltord,Sylvain Wiltord,1974-05-10,80,Lyon,FRA,0
2006,FRA,France,12,FW,Thierry Henry,Thierry Henry,1977-08-17,78,Arsenal,ENG,0
2006,FRA,France,13,DF,Mikaël Silvestre,Mikaël Silvestre,1977-08-09,39,Manchester United,ENG,0
2006,FRA,France,14,FW,Louis Saha,Louis Saha,1978-08-08,9,Manchester United,ENG,0
2006,FRA,France,15,DF,Lilian Thuram,Lilian Thuram,1972-01-01,114,Juventus,ITA,0
2006,FRA,France,16,GK,Fabien Barthez,Fabien Barthez,1971-06-28,80,Marseille,FRA,0
2006,FRA,France,17,DF,Gaël Givet,Gaël Givet,1981-10-09,11,Monaco,FRA,0
2006,FRA,France,18,MF,Alou Diarra,Alou Diarra,1981-07-15,9,Lens,FRA,0
2006,FRA,France,19,DF,Willy Sagnol,Willy Sagnol,1977-03-18,38,Bayern Munich,GER,0
2006,FRA,France,20,FW,David Trezeguet,David Trezeguet,1977-10-15,63,Juventus,ITA,0
2006,FRA,France,21,DF,Pascal Chimbonda,Pascal Chimbonda,1979-02-21,1,Wigan Athletic,ENG,0
2006,FRA,France,22,MF,Franck Ribéry,Franck Ribéry,1983-04-07,3,Marseille,FRA,0
2006,FRA,France,23,GK,Grégory Coupet,Grégory Coupet,1972-12-31,18,Lyon,FRA,0
2006,GER,Germany,1,GK,Jens Lehmann,Jens Lehmann,1969-11-10,32,Arsenal,ENG,0
2006,GER,Germany,2,DF,Marcell Jansen,Marcell Jansen,1985-11-04,7,Borussia Mönchengladbach,GER,0
2006,GER,Germany,3,DF,Arne Friedrich,Arne Friedrich,1979-05-29,36,Hertha BSC,GER,0
2006,GER,Germany,4,DF,Robert Huth,Robert Huth,1984-08-18,16,Chelsea,ENG,0
2006,GER,Germany,5,MF,Sebastian Kehl,Sebastian Kehl,1980-02-13,27,Borussia Dortmund,GER,0
2006,GER,Germany,6,DF,Jens Nowotny,Jens Nowotny,1974-01-11,46,Bayer Leverkusen,GER,0
2006,GER,Germany,7,MF,Bastian Schweinsteiger,Bastian Schweinsteiger,1984-08-01,28,Bayern Munich,GER,0
2006,GER,Germany,8,MF,Torsten Frings,Torsten Frings,1976-11-22,52,Werder Bremen,GER,0
2006,GER,Germany,9,FW,Mike Hanke,Mike Hanke,1983-11-05,6,VfL Wolfsburg,GER,0
2006,GER,Germany,10,FW,Oliver Neuville,Oliver Neuville,1973-05-01,55,Borussia Mönchengladbach,GER,0
2006,GER,Germany,11,FW,Miroslav Klose,Miroslav Klose,1978-06-09,55,Werder Bremen,GER,0
2006,GER,Germany,12,GK,Oliver Kahn,Oliver Kahn,1969-06-15,85,Bayern Munich,GER,0
2006,GER,Germany,13,MF,Michael Ballack,Michael Ballack,1976-09-26,65,Bayern Munich,GER,1
2006,GER,Germany,14,FW,Gerald Asamoah,Gerald Asamoah,1978-10-03,40,Schalke 04,GER,0
2006,GER,Germany,15,MF,Thomas Hitzlsperger,Thomas Hitzlsperger,1982-04-05,15,VfB Stuttgart,GER,0
2006,GER,Germany,16,DF,Philipp Lahm,Philipp Lahm,1983-11-11,18,Bayern Munich,GER,0
2006,GER,Germany,17,DF,Per Mertesacker,Per Mertesacker,1984-09-29,23,Hannover 96,GER,0
2006,GER,Germany,18,MF,Tim Borowski,Tim Borowski,1980-05-02,20,Werder Bremen,GER,0
2006,GER,Germany,19,MF,Bernd Schneider (footballer),Bernd Schneider,1973-11-17,64,Bayer Leverkusen,GER,0
2006,GER,Germany,20,FW,Lukas Podolski,Lukas Podolski,1985-06-04,25,1. FC Köln,GER,0
2006,GER,Germany,21,DF,Christoph Metzelder,Christoph Metzelder,1980-11-05,22,Borussia Dortmund,GER,0
2006,GER,Germany,22,MF,David Odonkor,David Odonkor,1984-02-21,1,Borussia Dortmund,GER,0
2006,GER,Germany,23,GK,Timo Hildebrand,Timo Hildebrand,1979-04-05,3,VfB Stuttgart,GER,0
2006,GHA,Ghana,1,GK,Sammy Adjei,Sammy Adjei,1980-09-01,31,Ashdod,ISR,0
2006,GHA,Ghana,2,MF,Hans Sarpei,Hans Sarpei,1976-06-28,7,VfL Wolfsburg,GER,0
2006,GHA,Ghana,3,FW,Asamoah Gyan,Asamoah Gyan,1985-11-22,13,Udinese,ITA,0
2006,GHA,Ghana,4,DF,Samuel Kuffour,Samuel Kuffour,1976-09-03,58,Roma,ITA,0
2006,GHA,Ghana,5,DF,John Mensah,John Mensah,1982-11-29,33,Rennes,FRA,0
2006,GHA,Ghana,6,DF,Emmanuel Pappoe,Emmanuel Pappoe,1981-03-03,27,Hapoel Kfar Saba,ISR,0
2006,GHA,Ghana,7,DF,Illiasu Shilla,Illiasu Shilla,1982-10-26,2,Asante Kotoko,GHA,0
2006,GHA,Ghana,8,MF,Michael Essien,Michael Essien,1982-12-03,17,Chelsea,ENG,0
2006,GHA,Ghana,9,MF,Derek Boateng,Derek Boateng,1983-05-02,11,AIK,SWE,0
2006,GHA,Ghana,10,MF,Stephen Appiah,Stephen Appiah,1980-12-24,42,Fenerbahçe,TUR,1
2006,GHA,Ghana,11,MF,Sulley Muntari,Sulley Muntari,1984-08-27,16,Udinese,ITA,0
2006,GHA,Ghana,12,FW,Alex Tachie-Mensah,Alex Tachie-Mensah,1977-02-15,5,St. Gallen,SUI,0
2006,GHA,Ghana,13,DF,"Habib Mohamed (footballer, born 1983)",Habib Mohamed,1983-12-10,1,King Faisal Babes,GHA,0
2006,GHA,Ghana,14,FW,Matthew Amoah,Matthew Amoah,1980-10-24,16,Borussia Dortmund,GER,0
2006,GHA,Ghana,15,MF,John Paintsil,John Paintsil,1981-06-15,21,Hapoel Tel Aviv,ISR,0
2006,GHA,Ghana,16,GK,George Owu,George Owu,1982-06-17,6,Ashanti Gold,GHA,0
2006,GHA,Ghana,17,DF,Daniel Quaye,Daniel Quaye,1980-12-25,7,Hearts of Oak,GHA,0
2006,GHA,Ghana,18,DF,Eric Addo,Eric Addo,1978-11-12,6,PSV Eindhoven,NED,0
2006,GHA,Ghana,19,FW,Razak Pimpong,Razak Pimpong,1982-12-30,4,Copenhagen,DEN,0
2006,GHA,Ghana,20,FW,Otto Addo,Otto Addo,1975-06-09,13,Mainz 05,GER,0
2006,GHA,Ghana,21,DF,Issah Gabriel Ahmed,Issah Ahmed,1982-05-24,10,Randers,DEN,0
2006,GHA,Ghana,22,GK,Richard Kingson,Richard Kingson,1978-06-13,33,Ankaraspor,TUR,0
2006,GHA,Ghana,23,MF,Haminu Draman,Haminu Draman,1986-04-01,7,Red Star Belgrade,SRB,0
2006,IRN,Iran,1,GK,Ebrahim Mirzapour,Ebrahim Mirzapour,1978-09-16,64,Foolad,IRN,0
2006,IRN,Iran,2,MF,Mehdi Mahdavikia,Mehdi Mahdavikia,1977-07-24,89,Hamburger SV,GER,0
2006,IRN,Iran,3,DF,Sohrab Bakhtiarizadeh,Sohrab Bakhtiarizadeh,1973-09-11,31,Saba Battery,IRN,0
2006,IRN,Iran,4,DF,Yahya Golmohammadi,Yahya Golmohammadi,1971-03-19,69,Saba Battery,IRN,0
2006,IRN,Iran,5,DF,Rahman Rezaei,Rahman Rezaei,1975-02-20,43,Messina,ITA,0
2006,IRN,Iran,6,MF,Javad Nekounam,Javad Nekounam,1980-09-07,71,Al-Sharjah,UAE,0
2006,IRN,Iran,7,MF,Ferydoon Zandi,Ferydoon Zandi,1979-04-26,10,1. FC Kaiserslautern,GER,0
2006,IRN,Iran,8,MF,Ali Karimi,Ali Karimi,1978-11-08,90,Bayern Munich,GER,0
2006,IRN,Iran,9,FW,Vahid Hashemian,Vahid Hashemian,1976-07-21,28,Hannover 96,GER,0
2006,IRN,Iran,10,FW,Ali Daei,Ali Daei,1969-03-21,147,Saba Battery,IRN,1
2006,IRN,Iran,11,FW,Rasoul Khatibi,Rasoul Khatibi,1978-09-22,12,Sepahan,IRN,0
2006,IRN,Iran,12,GK,Hassan Roudbarian,Hassan Roudbarian,1978-07-06,3,Pas,IRN,0
2006,IRN,Iran,13,DF,Hossein Kaebi,Hossein Kaebi,1985-09-23,44,Foolad,IRN,0
2006,IRN,Iran,14,MF,Andranik Teymourian,Andranik Teymourian,1983-03-06,7,Abu Moslem,IRN,0
2006,IRN,Iran,15,FW,Arash Borhani,Arash Borhani,1983-09-14,20,Pas,IRN,0
2006,IRN,Iran,16,FW,Reza Enayati,Reza Enayati,1976-09-23,15,Esteghlal,IRN,0
2006,IRN,Iran,17,FW,Javad Kazemian,Javad Kazemian,1981-04-23,25,Persepolis,IRN,0
2006,IRN,Iran,18,MF,Moharram Navidkia,Moharram Navidkia,1982-11-01,24,VfL Bochum,GER,0
2006,IRN,Iran,19,DF,Amir Hossein Sadeghi,Amir Hossein Sadeghi,1981-09-06,1,Esteghlal,IRN,0
2006,IRN,Iran,20,DF,Mohammad Nosrati,Mohammad Nosrati,1982-01-11,44,Pas,IRN,0
2006,IRN,Iran,21,MF,Mehrzad Madanchi,Mehrzad Madanchi,1982-10-12,6,Persepolis,IRN,0
2006,IRN,Iran,22,GK,Vahid Talebloo,Vahid Talebloo,1982-05-26,1,Esteghlal,IRN,0
2006,IRN,Iran,23,MF,Masoud Shojaei,Masoud Shojaei,1984-06-09,3,Saipa,IRN,0
2006,ITA,Italy,1,GK,Gianluigi Buffon,Gianluigi Buffon,1978-01-28,60,Juventus,ITA,0
2006,ITA,Italy,2,DF,Cristian Zaccardo,Cristian Zaccardo,1981-12-21,12,Palermo,ITA,0
2006,ITA,Italy,3,DF,Fabio Grosso,Fabio Grosso,1977-11-28,17,Palermo,ITA,0
2006,ITA,Italy,4,MF,Daniele De Rossi,Daniele De Rossi,1983-07-24,17,Roma,ITA,0
2006,ITA,Italy,5,DF,Fabio Cannavaro,Fabio Cannavaro,1973-09-13,93,Juventus,ITA,1
2006,ITA,Italy,6,DF,Andrea Barzagli,Andrea Barzagli,1981-05-08,8,Palermo,ITA,0
2006,ITA,Italy,7,FW,Alessandro Del Piero,Alessandro Del Piero,1974-11-09,74,Juventus,ITA,0
2006,ITA,Italy,8,MF,Gennaro Gattuso,Gennaro Gattuso,1978-01-09,43,Milan,ITA,0
2006,ITA,Italy,9,FW,Luca Toni,Luca Toni,1977-05-26,18,Fiorentina,ITA,0
2006,ITA,Italy,10,FW,Francesco Totti,Francesco Totti,1976-09-27,51,Roma,ITA,0
2006,ITA,Italy,11,FW,Alberto Gilardino,Alberto Gilardino,1982-07-05,15,Milan,ITA,0
2006,ITA,Italy,12,GK,Angelo Peruzzi,Angelo Peruzzi,1970-02-16,31,Lazio,ITA,0
2006,ITA,Italy,13,DF,Alessandro Nesta,Alessandro Nesta,1976-03-19,74,Milan,ITA,0
2006,ITA,Italy,14,GK,Marco Amelia,Marco Amelia,1982-04-02,1,Livorno,ITA,0
2006,ITA,Italy,15,FW,Vincenzo Iaquinta,Vincenzo Iaquinta,1979-11-21,12,Udinese,ITA,0
2006,ITA,Italy,16,MF,Mauro Camoranesi,Mauro Camoranesi,1976-10-04,21,Juventus,ITA,0
2006,ITA,Italy,17,MF,Simone Barone,Simone Barone,1978-04-30,13,Palermo,ITA,0
2006,ITA,Italy,18,FW,Filippo Inzaghi,Filippo Inzaghi,1973-08-09,49,Milan,ITA,0
2006,ITA,Italy,19,DF,Gianluca Zambrotta,Gianluca Zambrotta,1977-02-19,52,Juventus,ITA,0
2006,ITA,Italy,20,MF,Simone Perrotta,Simone Perrotta,1977-09-17,24,Roma,ITA,0
2006,ITA,Italy,21,MF,Andrea Pirlo,Andrea Pirlo,1979-05-19,24,Milan,ITA,0
2006,ITA,Italy,22,DF,Massimo Oddo,Massimo Oddo,1976-06-14,20,Lazio,ITA,0
2006,ITA,Italy,23,DF,Marco Materazzi,Marco Materazzi,1973-08-19,28,Internazionale,ITA,0
2006,CIV,Ivory Coast,1,GK,Jean-Jacques Tizié,Jean-Jacques Tizié,1972-09-07,24,Espérance de Tunis,TUN,0
2006,CIV,Ivory Coast,2,MF,Kanga Akalé,Kanga Akalé,1981-03-07,22,Auxerre,FRA,0
2006,CIV,Ivory Coast,3,DF,Arthur Boka,Arthur Boka,1983-04-02,23,Strasbourg,FRA,0
2006,CIV,Ivory Coast,4,DF,Kolo Touré,Kolo Touré,1981-03-19,42,Arsenal,ENG,0
2006,CIV,Ivory Coast,5,MF,Didier Zokora,Didier Zokora,1980-12-14,38,Saint-Étienne,FRA,0
2006,CIV,Ivory Coast,6,DF,"Blaise Kouassi (footballer, born 1975)",Blaise Kouassi,1975-02-02,36,Troyes,FRA,0
2006,CIV,Ivory Coast,7,MF,Emerse Faé,Emerse Faé,1984-01-24,14,Nantes,FRA,0
2006,CIV,Ivory Coast,8,MF,Bonaventure Kalou,Bonaventure Kalou,1978-01-12,49,Paris Saint-Germain,FRA,0
2006,CIV,Ivory Coast,9,FW,Arouna Koné,Arouna Koné,1983-11-11,17,PSV Eindhoven,NED,0
2006,CIV,Ivory Coast,10,MF,Gilles Yapi Yapo,Gilles Yapi Yapo,1982-01-13,26,Young Boys,SUI,0
2006,CIV,Ivory Coast,11,FW,Didier Drogba,Didier Drogba,1978-03-11,32,Chelsea,ENG,1
2006,CIV,Ivory Coast,12,DF,Abdoulaye Méïté,Abdoulaye Méïté,1980-10-06,18,Marseille,FRA,0
2006,CIV,Ivory Coast,13,DF,Marco Zoro,Marco Zoro,1983-12-27,13,Messina,ITA,0
2006,CIV,Ivory Coast,14,FW,Bakari Koné,Bakari Koné,1981-09-17,16,Nice,FRA,0
2006,CIV,Ivory Coast,15,FW,Aruna Dindane,Aruna Dindane,1980-11-26,34,Lens,FRA,0
2006,CIV,Ivory Coast,16,GK,Gérard Gnanhouan,Gérard Gnanhouan,1979-02-12,6,Montpellier,FRA,0
2006,CIV,Ivory Coast,17,DF,Cyril Domoraud,Cyril Domoraud,1971-07-22,50,Créteil,FRA,0
2006,CIV,Ivory Coast,18,MF,Abdul Kader Keïta,Abdul Kader Keïta,1981-08-06,26,Lille,FRA,0
2006,CIV,Ivory Coast,19,MF,Yaya Touré,Yaya Touré,1983-03-13,14,Olympiacos,GRE,0
2006,CIV,Ivory Coast,20,DF,Guy Demel,Guy Demel,1981-06-13,7,Hamburger SV,GER,0
2006,CIV,Ivory Coast,21,DF,Emmanuel Eboué,Emmanuel Eboué,1983-06-04,11,Arsenal,ENG,0
2006,CIV,Ivory Coast,22,MF,Romaric (footballer),Romaric,1983-06-04,8,Le Mans,FRA,0
2006,CIV,Ivory Coast,23,GK,Boubacar Barry,Boubacar Barry,1979-12-30,6,Beveren,BEL,0
